Name	MOA	Target	Disease Area	Indication	Vendor	Purity	Id	Phase
MPEP	glutamate receptor antagonist	GRM1, GRM4, GRM5			Tocris, Selleck, Tocris	97.59	BRD-K60690191-003-11-2, BRD-K60690191-001-03-3, BRD-K60690191-003-09-6	Preclinical
MPI-0479605	mitotic kinase inhibitor	TTK			MedChemEx, Selleck, MedChemEx, Selleck	94.28	BRD-K45551181-001-03-9, BRD-K45551181-001-01-3, BRD-K45551181-001-04-7, BRD-K45551181-001-02-1	Preclinical
Mps-BAY-2a	monopolar spindle 1 kinase inhibitor	TTK			Tocris	94.23	BRD-K18530250-001-01-6	Preclinical
Mps1-IN-1	monopolar spindle 1 kinase inhibitor	TTK			Tocris	85.19	BRD-K94853001-300-01-7	Preclinical
Mps1-IN-5	protein kinase inhibitor				MedChemEx	94.51	BRD-K43812936-001-01-9	Preclinical
MR-16728	acetylcholine release enhancer				Tocris	93.83	BRD-A30590053-003-02-9	Preclinical
MR-948	thromboxane synthase inhibitor	TBXAS1			Enamine	98.9	BRD-K84883208-001-01-1	Phase 1
MRK-016	GABA receptor inverse agonist	GABRA1, GABRA2, GABRA3, GABRA5			Tocris, Tocris	98.16	BRD-K44022883-001-01-7, BRD-K44022883-001-02-5	Phase 1
MRK-409	benzodiazepine receptor agonist				Tocris, Sigma	99.45	BRD-K57416838-001-02-9, BRD-K57416838-001-01-1	Phase 1
MRK-560	gamma secretase inhibitor	APP			Tocris	90.05	BRD-K68795758-001-01-1	Preclinical
MRS-1220	adenosine receptor antagonist	ADORA2B, ADORA3			Tocris, Tocris	92.13	BRD-K37618799-001-04-8, BRD-K37618799-001-03-0	Preclinical
MRS-3777	adenosine receptor antagonist	ADORA1, ADORA2A, ADORA2B, ADORA3			Tocris	96.4	BRD-M86143595-034-03-4	Preclinical
MRS1334	adenosine receptor antagonist	ADORA3			Tocris	83.79	BRD-A06784547-001-02-6	Preclinical
MRS1845	calcium channel blocker				Tocris	95.21	BRD-A78093359-001-06-3	Preclinical
MRS2578	purinergic receptor antagonist	P2RY6			Selleck, Selleck	21.98	BRD-K91135178-001-03-9, BRD-K91135178-001-02-1	Preclinical
MRS3777	adenosine receptor antagonist	ADORA2A			Tocris	97.24	BRD-K10575656-034-01-0	Preclinical
MSX-122	CC chemokine receptor antagonist	CXCR4			MedChemEx	93.92	BRD-K25143390-001-01-0	Phase 1
MTPG	glutamate receptor antagonist	GRM2, GRM3			Tocris	93.8	BRD-A28329383-001-02-1	Preclinical
mubritinib	protein tyrosine kinase inhibitor	EGFR, ERBB2			Tocris, Tocris, Selleck	96.61	BRD-K19061412-001-03-2, BRD-K19061412-001-04-0, BRD-K19061412-001-02-4	Phase 1
mupirocin	isoleucyl-tRNA synthetase inhibitor		infectious disease	impetigo	MicroSource, MedChemEx, Selleck	93.41	BRD-K15262564-001-14-3, BRD-K15262564-001-15-0, BRD-K15262564-001-16-8	Launched
muscimol	benzodiazepine receptor agonist	GABRA1, GABRA2, GABRA3, GABRA4, GABRA5, GABRA6, GABRR1, GABRR2, GABRR3			Tocris	97.75	BRD-K60441002-001-04-8	Phase 1
MUT056399	FABI inhibitor				MedChemEx	93.76	BRD-K72078047-001-01-7	Phase 1
MY-5445	phosphodiesterase inhibitor, platelet aggregation inhibitor	PDE5A			Tocris, Tocris	99.38	BRD-K90524085-001-08-6, BRD-K90524085-001-07-8	Preclinical
mycophenolate-mofetil	dehydrogenase inhibitor, inositol monophosphatase inhibitor	IMPDH1, IMPDH2	transplant	organ rejection	Tocris, MicroSource, Selleck	95.21	BRD-K92428153-001-07-7, BRD-K92428153-001-05-1, BRD-K92428153-001-04-4	Launched
mycophenolic-acid	dehydrogenase inhibitor, inositol monophosphatase inhibitor	IMPDH1, IMPDH2	transplant	organ rejection	Tocris, MicroSource, Selleck, Tocris	98.39	BRD-K63750851-001-22-3, BRD-K63750851-001-20-7, BRD-K63750851-001-18-1, BRD-K63750851-001-19-9	Launched
myricetin	androgen receptor agonist, cytochrome P450 inhibitor	PIK3CG			Selleck, Selleck	94.44	BRD-K43149758-001-22-7, BRD-K43149758-001-23-5	Preclinical
myricitrin	PKC inhibitor	NOS1, PRKCA			Selleck	94.75	BRD-K29834313-001-01-4	Preclinical
myristyl-nicotinate	topical sunscreen agent				Accela	0	BRD-K88153212-001-01-9	Phase 1
M8-B	transient receptor potential channel antagonist	TRPM8			Tocris	93.81	BRD-K90410034-003-01-1	Preclinical
N-(2-chlorophenyl)-2-({(2E)-2-[1-(2-pyridinyl)ethylidene]hydrazino}carbothioyl)hydrazinecarbothioamide					Key	20.21	BRD-K57027742-001-01-1	Preclinical
N-[2-(Piperidinylamino)ethyl]-4-iodobenzamide	sigma receptor ligand				Tocris	98.14	BRD-K78844995-001-02-6	Preclinical
N-acetyl-D-glucosamine		B4GALT1, B4GALT2, B4GALT3, B4GALT4, NAGK, NAGLU, NAGPA, RENBP			Vitas-M	100	BRD-K80653534-001-01-7	Phase 2/Phase 3
N-acetyl-tyrosine					Enamine	96.39	BRD-A24857382-001-03-4	Launched
N-acetylcarnosine					AKSci	100	BRD-K52523550-001-01-5	Phase 2
N-acetylglycyl-D-glutamic-acid	glutamate receptor agonist				Tocris, Tocris	100	BRD-K28121004-001-02-9, BRD-K28121004-001-01-1	Preclinical
N-acetylmannosamine		CHIT1			Vitas-M	100	BRD-A92872453-001-01-8	Phase 1
N-acetyltryptamine	melatonin receptor agonist				Tocris, Tocris	98.63	BRD-K73700643-001-13-8, BRD-K73700643-001-11-2	Preclinical
N-alpha-Methylhistamine-dihydrochloride	histamine receptor agonist	HRH4			Tocris	100	BRD-K64422603-300-02-7	Phase 3
N-benzylnaltrindole	opioid receptor antagonist				Tocris	92.01	BRD-A33514596-003-01-2	Preclinical
N-cyanopyrrolidine		CTSK			Maybridge	0	BRD-K90042229-001-01-1	Preclinical
N-demethylantipyrine					Sigma	26.35	BRD-K84517077-001-01-3	Preclinical
N-hydroxynicotinamide					Sigma	96.8	BRD-K28030264-001-02-7	Preclinical
N-methyl-(-)ephedrine-[1r,2s]					MicroSource	82.42	BRD-K82236108-001-04-9	Preclinical
N-methylformamide					Sigma	0	BRD-K33445938-001-01-8	Phase 2
N-methyllidocaine-iodide	antiarrhythmic medication				Tocris	98.14	BRD-K60060639-005-02-2	Preclinical
N-methylpyrrolidone					Sigma	0	BRD-K52732207-001-01-9	Phase 1
N-methylquipazine	serotonin receptor agonist	HTR1A, HTR1D, HTR2A, HTR2B, HTR2C, HTR3A, HTR3B, HTR6, SLC6A4			Tocris	98.26	BRD-K62056274-332-01-8	Preclinical
N-MPPP	opioid receptor agonist				Tocris	97.35	BRD-K93806173-003-01-8	Preclinical
N-oxydiethylenebenzothiazole-2-sulfenamide					Enamine	3.71	BRD-K97360717-001-09-2	Preclinical
N-salicoylaminophenol	ribonucleotide reductase inhibitor				CombiBlocks	99.07	BRD-K39693230-001-01-2	Preclinical
NAB-2	ubiquitin ligase transport promoter	NEDD4			Tocris	97.08	BRD-K36804890-001-01-9	Preclinical
nabumetone	cyclooxygenase inhibitor	PTGS1, PTGS2	rheumatology	rheumatoid arthritis, osteoarthritis	MicroSource, Selleck	99.57	BRD-K65146499-001-27-9, BRD-K65146499-001-26-1	Launched
nadide	electron acceptor	AHCY, AKR1A1, ALDH2, BLVRA, DHPS, DLD, GALE, HMGCR, HSD17B1, HSD17B4, IMPDH2, MGAM, P2RY11, SORD, TRPM2			MicroSource	86.18	BRD-A11132253-001-08-2	Launched
nadifloxacin	bacterial DNA gyrase inhibitor		dermatology, infectious disease	acne vulgaris (AV), skin infections	MicroSource, Selleck	99.02	BRD-A24397426-001-10-4, BRD-A24397426-001-09-6	Launched
nadolol	adrenergic receptor antagonist	ADRB1, ADRB2, ADRB3	cardiology	angina pectoris, hypertension	MicroSource, Sigma	63.89	BRD-A87606379-001-22-4, BRD-A87606379-001-23-2	Launched
NADPH		AASS, DPYD, GHSR, TXNRD1			MedChemEx, MedChemEx	70	BRD-M06409173-001-02-7, BRD-M06409173-001-01-9	Preclinical
nafadotride	dopamine receptor antagonist	DRD2, DRD3, HTR1A			Tocris	86.99	BRD-A71262238-001-08-4	Preclinical
nafamostat	serine protease inhibitor	ASIC1, ASIC2, ASIC3, C1R, PRSS1, TPSAB1, TRPM7			Selleck, Tocris, Selleck	89.75	BRD-K06674495-334-04-0, BRD-K06674495-334-05-7, BRD-K06674495-334-03-2	Launched
nafcillin	bacterial cell wall synthesis inhibitor	CYP1A2, CYP3A4, SLC22A6	infectious disease	gram-positive bacterial infections	Selleck, MicroSource, Selleck	96.54	BRD-K18574842-323-11-6, BRD-K18574842-236-17-7, BRD-K18574842-323-10-8	Launched
naftidrofuryl	adrenergic receptor antagonist		cardiology	claudication	MicroSource	92.27	BRD-A67862938-034-14-9	Launched
naftifine	fungal squalene epoxidase inhibitor	SQLE	infectious disease	tinea pedis, tinea cruris, tinea corporis	MicroSource, Selleck	98.83	BRD-K74141488-003-11-2, BRD-K74141488-003-10-4	Launched
naftopidil	adrenergic receptor antagonist	ADRA1A	urology	benign prostatic hyperplasia (BPH)	Selleck, Tocris, Selleck, Selleck, Selleck, Tocris, MicroSource	99.08	BRD-A01787639-300-09-4, BRD-A01787639-003-17-7, BRD-A01787639-300-08-6, BRD-A01787639-001-06-4, BRD-A01787639-001-08-0, BRD-A01787639-003-16-9, BRD-A01787639-001-07-2	Launched
nalbuphine	opioid receptor agonist, opioid receptor antagonist	OPRD1, OPRK1, OPRM1	neurology/psychiatry	pain relief	MicroSource, Enzo	91.8	BRD-K66404838-001-02-4, BRD-K66404838-310-01-1	Launched
nalfurafine	opioid receptor agonist	OPRK1, OPRM1	nephrology	uremic pruritus	MedChemEx	97.5	BRD-K89272869-003-01-8	Launched
nalidixic-acid	bacterial DNA gyrase inhibitor		infectious disease	urinary tract infections	MicroSource, Selleck	97.94	BRD-K47886988-001-22-2, BRD-K47886988-001-21-4	Launched
nalmefene	opioid receptor antagonist	OPRD1, OPRK1, OPRM1	pulmonary	respiratory depression	Tocris, Selleck	96.81	BRD-K68407436-003-02-7, BRD-A72767275-003-01-6	Launched
naloxegol	opioid receptor antagonist	OPRM1	gastroenterology	constipation	MedChemEx	88.98	BRD-K41458421-034-01-6	Launched
naloxone	opioid receptor antagonist	CREB1, ESR1, OPRD1, OPRK1, OPRM1, TLR4	pulmonary	respiratory depression	Selleck, Selleck, Tocris, MicroSource	87.7	BRD-K67511046-003-16-9, BRD-K67511046-003-14-4, BRD-K67511046-003-15-1, BRD-K67511046-001-02-3	Launched
naloxone-benzoylhydrazone	opioid receptor antagonist	OPRK1, OPRM1			Tocris, Tocris, Tocris	80.29	BRD-K70898774-001-05-0, BRD-K70898774-001-04-3, BRD-K70898774-001-03-5	Preclinical
naltrexone	opioid receptor antagonist	OPRD1, OPRK1, OPRM1, SIGMAR1	neurology/psychiatry	abstinence from alcohol	MicroSource, Selleck, Selleck	93.54	BRD-K88172511-003-21-1, BRD-K88172511-003-19-5, BRD-K88172511-003-20-3	Launched
naltriben	opioid receptor antagonist	OPRD1, OPRK1, OPRM1			Tocris, Tocris	94.38	BRD-A19102171-066-02-2, BRD-A19102171-066-01-4	Preclinical
naltrindole	opioid receptor antagonist	OPRD1, OPRK1, OPRM1			Tocris, Tocris	97.6	BRD-A47342814-003-02-6, BRD-A47342814-003-01-8	Preclinical
Nampt-IN-1					MedChemEx	97.45	BRD-K18280217-001-01-0	Preclinical
NAN-190	serotonin receptor agonist	ADRA1A, ADRA1B, ADRA1D, HTR1A, HTR1F			Tocris	91.6	BRD-K69195780-004-08-4	Preclinical
nanchangmycin	other antibiotic				Selleck	98.79	BRD-A73871920-236-03-6	Preclinical
nandrolone	imidazoline receptor agonist	AR, CYP19A1, MAOA, MAOB	hematology	anemia	MedChemEx, MedChemEx	95.76	BRD-K52080565-001-09-2, BRD-K52080565-001-10-0	Launched
nandrolone-decanoate	androgenic steroid	AR			MedChemEx, MedChemEx	89	BRD-K78352627-001-02-6, BRD-K78352627-001-01-8	Phase 1
napabucasin	STAT inhibitor	STAT3			MedChemEx, Tocris	89.62	BRD-K22064724-001-01-8, BRD-K22064724-001-02-6	Phase 3
naphazoline	adrenergic receptor agonist	ADRA1A, ADRA2A	ophthalmology	eye irritation	Selleck, MicroSource	98.84	BRD-K77641333-003-26-3, BRD-K77641333-003-27-1	Launched
naphthoquine-phosphate	antimalarial agent				MedChemEx, MedChemEx, MedChemEx	79.04	BRD-K13664493-316-02-5, BRD-K13664493-316-01-7, BRD-K13664493-316-03-3	Launched
napirimus	immunosuppressant				Enamine	98.99	BRD-K91234829-001-01-7	Phase 1
naproxen	cyclooxygenase inhibitor	PTGS1, PTGS2	neurology/psychiatry, rheumatology, dental, otolaryngology, endocrinology	pain relief, rheumatoid arthritis, headache, toothache, backache, muscle pain, common cold, fever	Selleck, Tocris, Selleck, MicroSource	99.66	BRD-K59197931-236-22-9, BRD-K59197931-236-21-1, BRD-K59197931-236-20-3, BRD-K59197931-001-04-5	Launched
narasin	antiprotozoal agent		infectious disease	coccidiosis	MicroSource	100	BRD-A25608658-001-01-1	Launched
naratriptan	serotonin receptor agonist	HTR1A, HTR1B, HTR1D, HTR1E, HTR1F	neurology/psychiatry	migraine headache	Selleck, Selleck	88.86	BRD-K61337602-003-03-9, BRD-K61337602-003-02-1	Launched
naringenin	aromatase inhibitor, TRPV antagonist	CYP19A1, CYP1B1, ESR2, GLO1, HSD17B1			Selleck	96.02	BRD-K08832567-001-11-5	Phase 1
naringeninic-acid		HCAR2, PTGR1			Vitas-M, Sigma	97.59	BRD-K87122641-001-08-1, BRD-K87122641-001-10-7	Phase 1
naringin	cytochrome P450 inhibitor	SLCO1A2			Selleck	92.64	BRD-K02953697-001-09-2	Preclinical
naringin-dihydrochalcone	cytochrome P450 inhibitor				Selleck	91.24	BRD-K13511380-001-01-4	Preclinical
narlaprevir	HCV inhibitor				MedChemEx	95.2	BRD-K38287497-001-01-2	Phase 2/Phase 3
nastorazepide	CCK receptor antagonist	CCKBR			MedChemEx	97.38	BRD-K17295893-001-01-0	Phase 2
natamycin	fungal ergosterol inhibitor		ophthalmology, infectious disease	conjunctivitis, fungal keratosis, blepharitis	MicroSource, MedChemEx, MedChemEx, Sigma, Selleck, Selleck	91.43	BRD-K90563805-213-01-9, BRD-K90563805-001-03-4, BRD-K90563805-001-04-2, BRD-K90563805-001-02-6, BRD-K90563805-001-05-9, BRD-K90563805-001-06-7	Launched
nateglinide	insulin secretagogue	ABCC8, KCNJ10, KCNJ11, PPARG	endocrinology	diabetes mellitus	Tocris, MicroSource, Tocris, Selleck	98.07	BRD-K44353683-001-10-9, BRD-K84658672-001-04-8, BRD-K44353683-001-08-3, BRD-K44353683-001-07-5	Launched
NAV-26	voltage-gated sodium channel blocker	SCN9A			Tocris	97.97	BRD-A84202322-001-01-7	Preclinical
navarixin	CC chemokine receptor antagonist	CXCR1, CXCR2			MedChemEx	93.85	BRD-K82850175-001-01-1	Phase 2
navitoclax	BCL inhibitor	BCL2, BCL2L1, BCL2L2			Selleck, Selleck	94.7	BRD-K82746043-001-19-3, BRD-K82746043-001-15-1	Phase 2
NBI-27914	corticosteroid releasing factor receptor antagonist	CRHR1			Tocris, Tocris	97.59	BRD-K61177364-003-03-7, BRD-K61177364-003-02-9	Preclinical
NBI-74330-(+/-)	CC chemokine receptor antagonist	CXCR3			Tocris	98.26	BRD-A86523169-001-01-0	Preclinical
NBQX	glutamate receptor antagonist	GRIA1, GRIA2, GRIA3, GRIA4, GRIK1, GRIN1, GRIN2A, GRIN2B			Tocris, Tocris, Tocris	98.85	BRD-K11796549-001-05-2, BRD-K11796549-304-01-9, BRD-K11796549-001-04-5	Preclinical
NCS-382	GABA receptor antagonist	GABBR1, GABBR2, SLC52A2			Tocris	97.2	BRD-A85025557-001-02-5	Preclinical
NDT-9513727	complement antagonist	C5AR1			Tocris	91.92	BRD-K17539220-001-01-5	Preclinical
NE-100	sigma receptor antagonist	SIGMAR1			Tocris, Tocris	92.52	BRD-K11443721-003-01-6, BRD-K11443721-003-02-4	Phase 2
nebivolol	adrenergic receptor antagonist	ADRB1, ADRB2	cardiology	hypertension	Tocris, Tocris, Selleck, MicroSource	94.76	BRD-K04956647-003-03-3, BRD-K04956647-003-04-1, BRD-K04956647-003-02-5, BRD-A53597562-003-01-2	Launched
nebracetam	acetylcholine receptor agonist	CHRM1			Enamine	98.57	BRD-A51355958-003-01-9	Phase 3
NECA	adenosine receptor agonist	ADORA1, ADORA2A, ADORA2B, ADORA3, HSP90B1			Tocris, Tocris	98.69	BRD-K14395568-001-17-1, BRD-K14395568-001-16-3	Launched
necrostatin-1	RIPK inhibitor	RIPK1			Tocris, Tocris, Selleck, Selleck	94.54	BRD-A36318220-001-09-6, BRD-A36318220-001-12-0, BRD-A36318220-001-08-8, BRD-A36318220-001-11-2	Preclinical
necrostatin-2	necroptosis inhibitor, RIPK inhibitor	RIPK2			MedChemEx	98.11	BRD-K68851986-001-01-6	Preclinical
nedaplatin	DNA inhibitor				MedChemEx, MedChemEx	0	BRD-K38820178-001-01-6, BRD-K73469236-001-01-8	Launched
nedocromil	histamine receptor antagonist	CYSLTR1, CYSLTR2, FPR1, HSP90AA1, PTGDR	neurology/psychiatry, ophthalmology	itching, conjunctivitis	MedChemEx, MedChemEx, MedChemEx	91.97	BRD-K64716392-001-02-1, BRD-K64716392-001-01-3, BRD-K64716392-001-03-9	Launched
nefazodone	adrenergic inhibitor, norepinephrine reuptake inhibitor, serotonin receptor antagonist, serotonin reuptake inhibitor	ADRA1A, ADRA1B, ADRA2A, CYP3A4, HTR1A, HTR2A, HTR2C, SLC6A2, SLC6A3, SLC6A4			Tocris, MicroSource	97.09	BRD-K90789829-003-12-4, BRD-K90789829-001-07-8	Withdrawn
nefiracetam	acetylcholine receptor agonist, benzodiazepine receptor agonist	CHRM1			Tocris, MicroSource, Selleck	99.27	BRD-K65678996-001-09-7, BRD-K65678996-001-05-5, BRD-K65678996-001-04-8	Phase 3
nefopam	cyclooxygenase inhibitor		neurology/psychiatry	pain relief	Selleck, MicroSource	98.6	BRD-A78877355-003-11-9, BRD-A78877355-001-03-0	Launched
nelarabine	DNA synthesis inhibitor, T cell inhibitor	POLA1	hematologic malignancy	acute lymphoblastic leukemia (ALL), acute lymphoblastic leukemia (ALL)	Selleck	98.35	BRD-K84466663-001-05-4	Launched
nelfinavir	HIV protease inhibitor	CYP1A2, CYP2B6, CYP2C19, CYP2C9, CYP2D6, CYP3A4, CYP3A7	infectious disease	human immunodeficiency virus (HIV-1)	Enzo	98.14	BRD-K74117820-066-10-8	Launched
nemonapride	dopamine receptor antagonist	DRD2, DRD3, DRD4	neurology/psychiatry	schizophrenia	Tocris, Tocris	96.75	BRD-M80207679-001-02-3, BRD-M80207679-001-01-5	Launched
nemorubicin	topoisomerase inhibitor	TOP1, TOP2A			MedChemEx	90.61	BRD-K51911221-001-01-2	Phase 2
neo-gilurytmal					InterBioScreen	83.33	BRD-A53539450-004-01-7	Launched
neohesperidin					Selleck	95.17	BRD-K96299080-001-02-7	Preclinical
neohesperidin-dihydrochalcone					Selleck	94.52	BRD-K61032563-001-02-9	Preclinical
neomycin	bacterial 30S ribosomal subunit inhibitor	CXCR4	gastroenterology, infectious disease	hepatic encephalopathy (HE), intra-abdominal infections	MedChemEx, Sigma, MedChemEx, Selleck	0	BRD-K71013094-326-02-6, BRD-K71013094-001-02-5, BRD-K71013094-326-01-8, BRD-K71013094-065-04-6	Launched
neomycin-sulfate	bacterial 30S ribosomal subunit inhibitor		infectious disease	first-aid antibiotic	Selleck, MicroSource	0	BRD-K71013094-065-05-3, BRD-K71013094-326-03-4	Launched
neostigmine	acetylcholinesterase inhibitor	ACHE	neurology/psychiatry	myasthenia gravis	Selleck, Selleck, MicroSource	95.35	BRD-K18922609-004-24-9, BRD-K18922609-004-22-3, BRD-K18922609-004-23-1	Launched
nepafenac	cyclooxygenase inhibitor	PTGS1, PTGS2	ophthalmology	eye inflammation	Selleck	97.8	BRD-K04112579-001-07-0	Launched
nepicastat	dopamine beta hydroxylase inhibitor	DBH			MedChemEx, Sigma, MedChemEx	91.33	BRD-K09126848-003-03-5, BRD-K09126848-003-02-7, BRD-K09126848-003-01-9	Phase 2
neratinib	EGFR inhibitor	EGFR, ERBB2, KDR			Selleck	90.19	BRD-K85606544-001-09-1	Phase 3
nerbacadol	cyclooxygenase inhibitor				Enamine	85.08	BRD-K43647122-001-01-3	Phase 3
neridronic-acid	bone resorption inhibitor	FDPS	endocrinology	brittle bone disease, Paget's disease	Toronto	0	BRD-K60212747-236-01-1	Launched
nesbuvir	RNA polymerase inhibitor				MedChemEx	98.31	BRD-K79989959-001-01-4	Phase 2
netilmicin	protein synthesis inhibitor		infectious disease	gram-negative bacterial infections	MicroSource, MedChemEx, Selleck, Selleck	100	BRD-A59825838-315-02-5, BRD-A59825838-326-01-4, BRD-A59825838-315-03-3, BRD-A59825838-315-04-1	Launched
netupitant	tachykinin antagonist	TACR1	gastroenterology	nausea, vomiting	MedChemEx	97.52	BRD-K97428065-001-01-2	Launched
neurodazine	neurogenesis of non-pluripotent C2C12 myoblast inducer				Tocris, Tocris	85.65	BRD-K22631935-001-02-7, BRD-K22631935-001-03-5	Preclinical
neuropathiazol	neural stem cell inducer	BMP2, LIF			Tocris	83.16	BRD-K28567778-001-02-7	Preclinical
nevirapine	non-nucleoside reverse transcriptase inhibitor	CYP1A2, CYP2A6, CYP2B6, CYP2C9, CYP2D6, CYP3A4, CYP3A5	infectious disease	human immunodeficiency virus (HIV-1)	MicroSource, Selleck	99.37	BRD-K15502390-001-20-9, BRD-K15502390-001-19-1	Launched
nexturastat-a	HDAC inhibitor	HDAC1, HDAC6			Selleck	91.37	BRD-K70402238-001-02-8	Preclinical
NFKB-activation-inhibitor-II	NFkB pathway inhibitor	RELA			Selleck, Selleck	76.84	BRD-K83354763-001-03-7, BRD-K83354763-001-06-0	Preclinical
NG-nitro-arginine	nitric oxide synthase inhibitor	NOS1, NOS2, NOS3			ChemDiv, Sigma	98.3	BRD-K89223384-001-04-5, BRD-K89223384-001-05-2	Phase 1
NGB-2904	dopamine receptor antagonist	DRD3			Tocris, Tocris	96.62	BRD-K05181084-003-03-7, BRD-K05181084-003-04-5	Preclinical
NGD-94-1	dopamine receptor antagonist	DRD4			Tocris	97.29	BRD-K28639661-001-01-6	Phase 1
NGD-98-2	corticosteroid releasing factor receptor antagonist	CRHR1			Tocris	69.89	BRD-K81779590-003-01-6	Preclinical
NHI-2	lactate dehydrogenase inhibitor	LDHA			Tocris	81.23	BRD-K05653025-001-01-5	Preclinical
NH125	eukaryotic translation elongation factor 2 inhibitor				Tocris, Selleck	97.8	BRD-K31086665-005-01-2, BRD-K31086665-005-04-6	Preclinical
NI-57	bromodomain inhibitor	BRD1, BRPF1, BRPF3			Tocris	97.87	BRD-K03042257-001-01-2	Preclinical
niacin	NAD precursor, vitamin B	DGAT2, HCAR1, HCAR2, HCAR3, NNMT, QPRT	endocrinology	hypertriglyceridemia	Selleck, Selleck, MicroSource	91.85	BRD-K60237333-001-28-9, BRD-K60237333-001-26-3, BRD-K60237333-001-27-1	Launched
nialamide	monoamine oxidase inhibitor	COMT, MAOA, MAOB			MicroSource, Selleck	95.02	BRD-K12102668-001-25-5, BRD-K12102668-001-24-8	Withdrawn
nibentan	potassium channel blocker				Vitas-M	96.69	BRD-A85876464-001-01-5	Phase 2
nicaraven	free radical scavenger				Selleck	96.43	BRD-A86871940-001-01-9	Phase 3
nicardipine	calcium channel blocker	ADORA3, ADRA1A, ADRA1B, ADRA1D, CACNA1C, CACNA1D, CACNA2D1, CACNB2, CALM1, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, PDE1A, PDE1B	cardiology	chronic stable angina, hypertension	Selleck, MicroSource	97.24	BRD-A26711594-003-08-0, BRD-A26711594-003-10-6	Launched
nicergoline	adrenergic receptor antagonist	ADRA1A	rheumatology, neurology/psychiatry, cardiology, hematology	Raynaud's disease, migraine headache, atherosclerosis, thrombosis, Raynaud's disease, migraine headache, atherosclerosis, thrombosis	Tocris, MicroSource	96.16	BRD-K76810206-001-08-1, BRD-K76810206-001-07-3	Launched
niceritrol	NAD precursor		endocrinology	hyperlipidemia	Kemprotec	97.86	BRD-K11256763-001-01-5	Launched
niclosamide	DNA replication inhibitor, STAT inhibitor	STAT3	infectious disease	tapeworm	MicroSource, Selleck	97.63	BRD-K35960502-001-20-0, BRD-K35960502-001-19-2	Launched
